FSC-A,FSC-H,SSC-A,FITC-A,PE-A,PerCP-Cy5.5-A,PE-Cy7-A,APC-A,APC-R700-A,APC-Cy7-A,V450-A,V500-C-A,Population
109793,57350,82519,855,2723,166,120,1164,-10,73,231,1184,Segmented Neutrophils
132586,81417,111148,788,1161,431,150,1897,37,30,393,1055,"Myelocyte, Metamyelocytes and Band Cells"
37986,31007,5406,8474,45,-55,52,13,27,1720,5472,1990,B Cell Precursors
48283,34017,39878,4078,14111,226,671,4250,-56,165,6113,877,Promyelocytes
37837,27165,15095,15997,31596,-593,38,2061,-3,176,127,1335,Basophils
69320,44076,45330,1893,16337,67,199,7586,305,172,4624,2836,Mature Monocytes
97023,55268,77841,2021,597,143,103,2157,61,86,230,1526,"Myelocyte, Metamyelocytes and Band Cells"
67847,44473,21211,10999,-67,238,0,80,3847,-81,65,4461,T and NK Cells
92796,57604,76177,613,1788,91,72,1585,15,-38,127,812,Segmented Neutrophils
103804,63619,31177,4711,249,408,131,1906,1543,-53,13495,1143,Monoblasts and Promonocytes
148068,91962,38329,218313,717,162,234,-12,75,1466,-15,5206,Plasma Cells
56444,44363,8403,1135,114,6,14,-20,13,48,1571,10320,T and NK Cells
193914,117421,262143,1712,1872,901,110,5303,92,125,4330,9113,Eosinophils
37283,26931,9557,1419,-1,23,14,-4,-2,1529,26813,9596,Mast Cells
84047,54785,43473,6160,4536,145,224,10098,169,166,2193,7711,Mature Monocytes
40250,28292,6725,20,22,97,81,-8,11,-87,152,111,Erythroid Cells
176596,91433,74032,9062,5312,403,55508,16466,203,-40,632,4181,Mast Cells
106398,62188,23527,6372,7012,20995,2390,1015,41,-65,17065,2723,Normal Myeloid Precursors
144412,90363,177943,1109,9177,782,1014,771,175,111,1086,7248,Eosinophils
67605,49527,6851,557,-45,19,124,4,141,-15,190,1419,T and NK Cells
103135,64463,28132,4324,3547,-86,693,4562,-214,219,18906,1247,Residual Leukemic Cells
75582,49196,9297,203,102,137,37,-1,-16,-41,144,125,Erythroid Cells
46008,33809,11692,580,25,123,-43,-53,0,2580,15508,7061,Mature B Cells
76267,57247,18828,294,29,132,2,33,-31,16,219,4115,T and NK Cells
112726,78145,52545,291,3057,367,57236,5705,136,-1020,551,2398,Mast Cells
60336,39985,16774,1221,96,47,297,33,0,17997,21996,10552,Mast Cells
70662,46939,24006,1950,51,314,4627,101,5,-18,1561,644,Erythroid Precursors
88879,53343,92780,606,10130,187,321,1101,172,-99,217,3792,Segmented Neutrophils
31795,25186,7851,134,-1,67,-12,19,45,-55,-109,33,Erythroid Cells
100565,68537,24757,45793,335,43,201,20,17,467,28216,4643,Plasma Cells
38318,26688,10797,1165,202,248,160,93,72,1012,6109,3131,Mature B Cells
38295,21944,14506,6432,262,5671,4438,91,37,-129,46442,1266,Plasmacytoid Dendritic Cells
190745,110976,193607,1490,1619,1150,321,1146,131,166,2591,7333,Eosinophils
68154,48745,28380,1788,4188,199,-55,6604,-56,278,3422,3986,Mature Monocytes
76802,53139,20866,1973,647,199,45447,4842,-26,59,-29,1005,Mast Cells
100465,65120,20295,2810,13048,310,8557,2310,-19,128,5657,673,Residual Leukemic Cells
29654,19992,9121,232,90,145,9,35,85,3043,11328,6042,Mature B Cells
116978,75111,43356,3178,750,384,-94,8201,165,209,14218,3697,Monoblasts and Promonocytes
98391,57142,63768,1715,475,228,-23,4645,-208,178,122,2659,"Myelocyte, Metamyelocytes and Band Cells"
108414,66363,25067,10467,307,2063,156,1356,-5,-44,6121,2484,Plasmacytoid Dendritic Cells
49505,35545,13856,2591,12,-34,-24,-38,5,4697,37803,7041,Mature B Cells
111927,69978,67721,485,26483,373,178,1091,95,163,274,3883,Segmented Neutrophils
51527,43849,6468,295,100,155,20,48,11,28,72,180,Erythroid Cells
37291,24683,14598,59504,-139,-374,-17,-19,38,704,2516,2820,Plasma Cells
76092,54332,26561,551,70,515,160,76,58,-23,876,672,Erythroid Precursors
64357,42131,11650,1307,41,1,-57,0,60,3503,6286,1609,Mature B Cells
130664,77103,56500,137656,194,404,69,29,76,384,123,1181,Plasma Cells
80030,43506,33533,7621,140,2308,5552,84,80,-106,9714,2088,Erythroid Precursors
60280,40235,15833,15789,958,369,236,2637,40,100,25,2260,Basophils
58022,44841,14517,5575,9212,123,546,2449,36,3,-4,2042,Basophils
99202,59621,101496,2022,1386,241,215,1493,131,-25,476,1637,"Myelocyte, Metamyelocytes and Band Cells"
163781,92691,54184,4063,298,256,250,943,280,-55,11018,3793,Residual Leukemic Cells
84271,59470,23882,2307,4544,428,316,3255,19,165,131,2864,Basophils
31582,22412,7748,874,-3,55,-39,3,30,2679,6693,6017,Mature B Cells
101046,46170,96325,5225,37087,313,2577,3612,101,13,3985,1616,Promyelocytes
44570,29261,18211,7940,126,10833,6745,521,-55,-32,12483,1848,Plasmacytoid Dendritic Cells
52918,36612,19050,10612,2569,8790,1597,576,-3,42,4029,1321,B Cell Precursors
36790,23736,24577,4215,5871,24282,5127,2062,1,248,3764,990,Residual Leukemic Cells
84389,52726,20366,1056,1171,36022,2082,278,158,-110,11303,1302,Residual Leukemic Cells
99196,63137,99891,1160,7723,320,-52,1224,6,-27,259,1333,Segmented Neutrophils
162456,93729,256935,1600,5512,1427,78,551,264,167,1075,3591,Eosinophils
33700,25028,9133,17532,129,1902,1857,2972,32,18,1670,1546,Residual Leukemic Cells
89111,50248,18525,3912,5401,240,1470,2855,-2,-67,7357,765,Residual Leukemic Cells
108576,68362,33413,73174,43,495,134,2,264,1216,271,2668,Plasma Cells
39617,28461,8719,5683,940,43,64999,1523,-62,-284,-149,990,Mast Cells
38789,29411,6890,154,-1,206,-27,-15,-45,53,230,328,Erythroid Cells
110464,55094,105481,4834,20251,582,5622,3000,-23,236,714,1150,Promyelocytes
76316,56348,13955,223,109,152,-67,19,30,-46,290,6317,T and NK Cells
77896,50532,43739,4234,7831,-192,32,9667,108,149,2723,4265,Mature Monocytes
165077,87657,187846,1379,9028,1329,421,945,111,37,989,4778,Eosinophils
87757,49376,30669,1569,168,216,697,144,209,-101,258,622,Erythroid Precursors
144475,83195,213899,1306,6939,1274,200,598,55,100,937,8905,Eosinophils
57244,43369,10316,293,82,141,39,36,50,-51,79,125,Erythroid Cells
153999,94214,262143,1724,6375,1381,-71,936,21,21,1028,7752,Eosinophils
83277,49875,114289,1103,15043,204,27,728,137,-4,127,4092,Segmented Neutrophils
140302,89493,169502,844,9149,878,75,629,88,72,1254,8117,Eosinophils
68677,48668,19495,9425,593,2009,41,870,35,28,4412,1952,Plasmacytoid Dendritic Cells
73884,55427,16767,0,-13,19,-58,-2,-8,21,1254,10759,T and NK Cells
47982,34661,9567,4702,39,64,46,20,65,428,3253,2493,B Cell Precursors
30620,23598,8396,287,105,763,64,41,82,3177,10397,5727,Mature B Cells
93919,55206,38072,5247,2475,286,-33,2623,-22,-2,55805,3984,Mature Monocytes
106048,49054,96903,4484,36082,915,2777,8749,-162,-90,1379,1539,Promyelocytes
113992,69705,117081,1051,13652,256,187,555,68,80,619,5507,Segmented Neutrophils
45627,37754,4646,3192,-73,86,88,14,11,810,29154,3465,Mature B Cells
40175,27227,15428,14577,32,172,-75,116,5,2779,54553,3061,B Cell Precursors
191053,105547,186190,1023,1398,1086,126,1045,81,203,2039,6763,Eosinophils
37146,27495,8146,2435,109,49,-32,17,26,1727,23428,3948,Mast Cells
48074,35750,13995,8006,3660,206,34,860,41,16,99,1543,Basophils
95144,60862,46005,1044,2463,267,18,9245,163,291,22367,9587,Mature Monocytes
69462,49033,40968,984,1457,132,105941,6131,20,-391,212,3244,Mast Cells
72136,48083,22562,2101,7120,56,82,1327,-48,-22,201,2074,Basophils
38220,31042,7203,171,36,111,-16,-23,0,1,55,63,Erythroid Cells
68024,46800,79972,685,15237,2012,767,1316,39,157,923,5214,Segmented Neutrophils
64626,45334,22265,1470,1474,30841,2172,1790,-90,-337,12972,783,Residual Leukemic Cells
66286,44019,22549,34912,-87,315,137,6,419,509,352,1287,Plasma Cells
30561,24283,5221,461,1,36,-7,-46,42,1609,4545,3716,Mature B Cells
60406,37281,14061,8793,6928,325,196,1946,-1,126,433,1818,Basophils
65454,44285,58711,765,19983,47,-61,657,50,19,191,3607,Segmented Neutrophils
103514,63452,53060,5790,827,118,174,6735,94,-9,7628,1591,Monoblasts and Promonocytes
35823,25185,19745,3425,1354,33400,6055,720,-5,156,15637,1240,Residual Leukemic Cells
55107,38173,25412,13231,3775,-33,-92,1007,28,39,0,1875,Basophils
151629,85473,71692,132994,885,423,-64,-20,85,200,147,2793,Plasma Cells
127482,77644,127144,1037,10415,408,219,1302,197,11,198,1143,Segmented Neutrophils
59046,39108,16559,4185,110,382,91,599,84,-21,2790,2133,Plasmacytoid Dendritic Cells
77660,41214,35939,37873,477,55,99,34,6,1402,247,929,Plasma Cells
81362,44226,40682,963,4738,33984,15036,2714,-12,-197,36882,1119,Residual Leukemic Cells
118943,72783,59057,894,213,262,78,2747,183,35,758,1033,"Myelocyte, Metamyelocytes and Band Cells"
104997,67769,100897,5535,4934,408,631,5242,-56,170,131,906,Promyelocytes
95097,70401,30789,2587,82,186,109,393,276,83,10585,7228,Plasmacytoid Dendritic Cells
66510,46425,37038,1573,2180,-74,109,6379,-8,243,1897,3321,Mature Monocytes
74907,48335,33578,4320,651,1369,12216,132,28,-102,1274,712,Erythroid Precursors
130178,74273,129063,684,8913,338,114,1379,-1,61,193,3085,Segmented Neutrophils
113700,64622,40094,4616,156,592,3934,69,-74,95,1426,1345,Erythroid Precursors
34684,25833,5859,552,68,2,19,-43,61,1992,2725,4757,Mature B Cells
71502,53757,9755,177,87,141,64,33,-26,8,-4,173,Erythroid Cells
84272,55679,27407,83228,31,-30,221,-9,-3,950,9433,6757,Plasma Cells
84036,58195,28491,385,344,24071,3800,1943,6227,225,51760,470,Residual Leukemic Cells
166499,104116,70964,10157,1087,446,892,12220,-74,36,51299,3628,Monoblasts and Promonocytes
73001,48134,44504,498,2166,133,161962,5439,-15,-1407,-94,1961,Mast Cells
84789,60421,13389,1554,678,420,72,110,7,-46,38380,6394,T and NK Cells
122424,81760,104677,611,4367,153,-25,2202,9,50,209,3085,"Myelocyte, Metamyelocytes and Band Cells"
130147,72039,154144,1992,4532,1814,200,821,28,62,1534,6177,Eosinophils
62161,42149,11319,11873,1,11,43,176,-68,2581,8280,2485,B Cell Precursors
124746,64434,45750,3799,308,907,8814,70,33,-52,532,952,Erythroid Precursors
127784,88670,40832,109482,3947,-103,-5,34,240,914,492,5462,Plasma Cells
77195,52466,59460,594,11032,273,116,908,68,-24,278,3877,Segmented Neutrophils
82173,54771,13513,354,140,40,177,9,-34,-20,123,218,Erythroid Cells
105864,47315,99581,9004,9372,427,695,6859,-114,-147,217,1985,Promyelocytes
90125,51632,28986,135604,-9,262,221,30,-26,994,71,3476,Plasma Cells
80155,49053,50035,4076,7973,566,-45,10917,141,406,2951,7045,Mature Monocytes
18374,13538,5347,137,57,40,-38,20,0,17,51,165,Erythroid Cells
98865,58706,31579,4403,1539,2084,9647,459,160,125,12965,1534,Erythroid Precursors
106359,63173,41066,129053,65,434,157,47,51,1269,187,4505,Plasma Cells
46228,32785,9922,11669,-49,0,38,188,82,1271,12654,4374,B Cell Precursors
43534,37620,11402,327,57,90,-14,27,-16,33,68,108,Erythroid Cells
70998,52058,16128,239,17,185,-17,23,-5,1353,14510,9195,Mature B Cells
80536,47662,29286,17422,1338,349,9813,4433,145,-63,15153,2188,Residual Leukemic Cells
84035,58305,76644,674,2287,266,-11,2178,25,24,154,2279,Segmented Neutrophils
51820,30782,31638,4669,15648,11411,9877,5116,-207,54,12248,583,Promyelocytes
104853,63636,29790,1750,112,157,247,6,-14,28,16698,4602,Plasmacytoid Dendritic Cells
49597,36167,9959,10581,71,304,-44,-25,24,2639,5776,3735,B Cell Precursors
56121,35022,18632,8900,-90,101,71,-19,-11,6,960,13219,T and NK Cells
54614,36119,26050,14873,4094,339,356,2942,100,-7,-20,1948,Basophils
47237,28832,15085,465,130,339,27,44,-19,78,329,314,Erythroid Cells
132505,75816,52227,1539,132,158,405,68,11,15,233,529,Erythroid Precursors
156005,98138,96448,1774,623,439,-33,2394,-26,120,119,626,"Myelocyte, Metamyelocytes and Band Cells"
138494,73059,89157,2020,2928,331,238,2071,40,12,628,1860,"Myelocyte, Metamyelocytes and Band Cells"
96916,63157,27054,81146,-167,519,72,-34,5,1010,-129,3336,Plasma Cells
53053,33926,23685,8413,445,3352,1586,904,-12,2,95119,2707,Plasmacytoid Dendritic Cells
21340,14766,5454,910,-2,116,-18,37,66,1377,2826,2178,Mature B Cells
62464,45074,22240,8661,-17,-51,65,-31,1244,54,-3,5963,T and NK Cells
34153,26698,7048,1082,3,59,14,5,27,-6,-97,4032,T and NK Cells
69967,40738,30748,4134,247,202,3650,-29,34,-124,230,957,Erythroid Precursors
73178,54276,38236,5301,34184,322,-63,7618,376,239,738,6034,Mature Monocytes
48159,30759,33416,3999,5538,42150,424,1852,-1877,-184,8711,1394,Normal Myeloid Precursors
89408,56357,18994,45914,-82,-11,-16,-34,9,190,2634,3299,Plasma Cells
84205,44467,23244,171677,155,362,7,103,19,1367,848,2504,Plasma Cells
133975,85201,127711,693,22529,459,28,2187,221,-52,193,2219,Segmented Neutrophils
75249,58757,12120,1566,63,266,97,219,-2,-22,835,675,Plasmacytoid Dendritic Cells
47701,35263,11670,1033,46,183,-44,-38,76,328,7397,5236,Mature B Cells
110341,71257,76386,533,3311,-16,86,308,73,31,166,1725,Segmented Neutrophils
76128,46445,55924,671,16132,451,-46,1781,39,31,368,4898,Segmented Neutrophils
122037,80069,65937,1123,402,209,16,2476,-116,95,349,1913,"Myelocyte, Metamyelocytes and Band Cells"
74393,48965,63972,6834,8818,23132,5620,2742,-899,-9,21407,2439,Normal Myeloid Precursors
38397,28387,6865,9989,-55,738,93,-7,3,375,5646,1038,B Cell Precursors
74125,47089,25301,4192,269,7099,2196,462,90,-10,7449,1447,Erythroid Precursors
121278,74137,125945,1635,10423,655,412,1668,91,171,1785,8919,Segmented Neutrophils
69723,39566,34774,172479,-381,266,425,-58,109,3299,99,3976,Plasma Cells
59248,44410,9435,2404,54,170,79,-19,16,82,72,7936,T and NK Cells
90095,64155,24047,377,15297,345,-30,2563,-43,38,9684,4895,Mature Monocytes
106883,72515,43389,170819,-153,212,33,84,7,224,198,3248,Plasma Cells
78570,51848,80636,1004,14028,311,340,1425,54,153,539,5815,Segmented Neutrophils
62601,48093,21564,10264,1921,411,5,2284,-28,104,528,2295,Basophils
80359,49767,67399,519,4868,101,75709,10666,-49,-566,219,1262,Mast Cells
63198,49249,14291,403,197,294,48,37,58,-10,74,181,Erythroid Cells
60662,40054,20925,2470,53,210,77,122,-57,24,8231,2581,Plasmacytoid Dendritic Cells
98913,57308,88216,827,8725,749,-170,2962,-15,237,395,3684,Segmented Neutrophils
55392,36767,18196,1709,56,-40,71,7,-23,2159,89904,8898,Mast Cells
80970,60194,23381,7817,2597,581,43630,6477,-170,-445,67,2458,Mast Cells
118458,77462,26676,179711,-597,1035,-89,-102,32,475,329,1111,Plasma Cells
140569,95084,166524,968,8657,490,30,617,121,-9,1015,6805,Eosinophils
55193,34150,21128,3260,39,109,123,-8,0,4951,180614,6164,Mast Cells
71933,51586,32258,2770,130,425,239,6362,-12,14,3068,3252,Monoblasts and Promonocytes
53817,34839,17419,7653,-29,207,63,216,-15,2038,17015,2874,B Cell Precursors
52847,36507,21405,3570,127,557,237,309,32,-28,6538,4354,Plasmacytoid Dendritic Cells
43428,31399,10338,10930,56,78,278,35,25,3475,3769,7238,B Cell Precursors
63534,42755,20973,9085,2574,-45,71,3600,-53,3,117,1498,Basophils
90891,54277,48028,6748,3393,166,87,7302,-116,61,5719,1490,Mature Monocytes
85861,55048,29032,2083,426,24119,4028,1518,2,-222,14377,1212,Residual Leukemic Cells
147746,94296,115482,11806,9321,704,2337,3658,6797,220,7911,1505,Promyelocytes
53844,35472,11888,14423,2460,534,-21,3555,-18,168,203,2079,Basophils
112728,72916,35424,4872,1535,28149,1933,235,164,128,599,1601,Residual Leukemic Cells
191466,110169,40039,4641,5976,60026,14037,884,3786,-275,51998,1934,Normal Myeloid Precursors
84883,47136,64014,636,517,277,36,782,253,-21,467,943,"Myelocyte, Metamyelocytes and Band Cells"
63125,45645,20959,2276,4065,19781,8504,113,112,-8,5571,1480,Normal Myeloid Precursors
112665,66166,37050,129114,-91,451,177,-28,21,3843,1139,5708,Plasma Cells
117547,86234,46844,1212,139,373,107,2591,57,81,217,1502,"Myelocyte, Metamyelocytes and Band Cells"
42424,29838,13252,2604,22,204,154,-7,1,2569,56055,8662,Mast Cells
54980,32590,64365,474,8867,393,-5,2007,73,64,100,3928,Segmented Neutrophils
83855,51042,28494,2134,590,46,-19,8970,-212,-128,15737,3799,Mature Monocytes
90480,52943,20981,57687,256,104,-29,-23,13,693,9281,5303,Plasma Cells
68808,44805,56272,5882,17521,-213,3295,3362,120,-131,451,1038,Promyelocytes
76395,47652,42369,2915,220,312,59,8309,-24,85,9604,6299,Monoblasts and Promonocytes
53836,41790,12989,166,61,-39,-17,6,30,181,1985,3629,T and NK Cells
38100,29441,8062,10396,-72,164,-97,-26,-25,1945,8753,5923,B Cell Precursors
69018,44639,22285,5170,110,206,3952,-31,32,-8,73,1274,Erythroid Precursors
79782,53112,29594,4608,4189,15671,2130,3311,-761,-37,7751,2049,Normal Myeloid Precursors
110041,62830,93064,1160,17474,538,-63,613,75,25,325,3794,Segmented Neutrophils
56035,39074,28785,15396,8393,232,159,2951,-58,-13,31,2597,Basophils
113371,72677,27410,101305,928,1015,367,453,125,2884,1555,3370,Plasma Cells
137790,68267,52683,7670,46393,1557,1036,4802,1554,-38,910,4401,Promyelocytes
57028,44567,10369,10047,-88,-72,6,30,-4,421,5002,7043,B Cell Precursors
41666,27558,13069,540,114,367,-36,13,1747,-39,60,6428,T and NK Cells
24066,19328,6708,13100,-58,157,-31,15,66,3611,6462,3196,B Cell Precursors
116267,77190,90976,600,10813,-19,0,949,38,56,194,2164,Segmented Neutrophils
42126,33027,8786,170,45,-26,73,55,28,-72,39,169,Erythroid Cells
53294,36546,12440,69448,63,-307,73,20,-5,363,197,2640,Plasma Cells
74783,44985,33785,2663,4731,233,38,9568,353,76,8191,4244,Mature Monocytes
85406,53726,73527,3547,21826,491,322,3558,155,-76,742,1463,Promyelocytes
111592,65305,50537,149234,-176,145,47,-65,124,1459,954,4308,Plasma Cells
218566,120506,256921,2265,30272,1673,636,1461,751,66,814,7011,Eosinophils
136940,72701,90320,9582,13447,1057,1460,4085,2,65,616,1265,Promyelocytes
64928,45642,9499,230,87,278,-56,32,22,-29,121,94,Erythroid Cells
29459,25494,6608,144,24,87,24,-8,-9,-2,-22,214,Erythroid Cells
154228,87519,228570,1289,23414,1415,299,1182,64,84,1008,9346,Eosinophils
58502,40997,13487,171,40,49,7,-34,187,4868,6885,5635,Mature B Cells
69436,49001,15147,8717,10757,73,1506,1420,-32,41,7363,801,Residual Leukemic Cells
118953,70850,50412,8265,134,216,163,10245,211,296,10705,4575,Monoblasts and Promonocytes
50528,37632,12145,1510,-10,101,111,31,17,69,107,4259,T and NK Cells
189172,111034,103359,569,4142,486,80497,14867,-212,-612,331,2237,Mast Cells
88430,56343,23517,7004,3144,756,59,4124,1,62,140,2414,Basophils
53788,34656,17901,71247,-163,-250,192,46,-77,1124,2927,4051,Plasma Cells
52327,34124,26124,1818,23096,-681,4,5270,44,45,1176,3412,Mature Monocytes
89824,49025,35773,21812,5260,16065,593,7472,-144,129,10765,1301,Normal Myeloid Precursors
51052,32460,38106,4369,3350,14450,20332,3649,-1053,287,54637,713,Normal Myeloid Precursors
33093,24868,5397,4643,274,1642,1,-18,12,1032,1765,611,B Cell Precursors
135539,89546,157111,2075,4371,2674,328,297,28,86,2314,6671,Eosinophils
48519,36551,11245,182,29,83,-1,38,3,31,104,11500,T and NK Cells
153021,106402,254976,1714,4166,1074,87,542,17,88,1054,6558,Eosinophils
117489,60375,74567,9591,6081,391,5505,15914,-581,47,79867,3328,Monoblasts and Promonocytes
39893,27665,16235,12620,203,386,170,-12,56,138,16833,520,B Cell Precursors
87782,50011,58124,6507,3805,307,20,9148,1434,24,12068,2073,Monoblasts and Promonocytes
39559,29559,9798,4071,71,109,-6,-7,6,1477,18064,7431,Mature B Cells
146074,82088,168985,1352,4720,2541,931,639,233,509,3617,7014,Eosinophils
43774,32993,4290,835,20,30,-12,12,-6,3,93,788,T and NK Cells
89563,59295,92047,1663,3211,129,80883,6557,62,-799,100,1375,Mast Cells
151838,94815,232555,1416,7133,1181,187,843,46,198,1008,7018,Eosinophils
25534,19720,5739,109,61,62,100,-7,2,25,179,157,Erythroid Cells
128539,74815,261059,2766,4015,1218,9,3946,569,307,860,4251,Eosinophils
114184,72861,34987,1066,22468,563,-134,9908,51,-168,14063,5921,Mature Monocytes
66475,41826,37743,5046,1330,6644,5826,3058,9,27,950,340,Residual Leukemic Cells
56472,35628,21774,1171,19,95,2,56,32,1584,13746,6662,Mast Cells
71407,48450,18228,5769,10189,455,155,4293,48,73,171,2179,Basophils
163941,97678,217815,1944,6420,1575,84,1481,47,40,1156,5309,Eosinophils
93681,60177,35357,4970,231,993,6450,275,61,-130,5483,1073,Erythroid Precursors
80977,63713,16197,3974,696,636,-52,2939,12,43,69,1269,Basophils
155683,92380,103555,1837,1611,329,82,2886,-108,55,232,2609,"Myelocyte, Metamyelocytes and Band Cells"
71911,47369,15414,6430,316,1054,66,396,894,137,5547,2017,Plasmacytoid Dendritic Cells
32654,25430,3805,113,95,340,1,56,-34,105,64,161,Erythroid Cells
100501,57326,53915,146311,1487,1889,334,205,312,4194,2652,7052,Plasma Cells
56441,40441,17070,7607,16,64,60,68,1898,-120,286,5282,T and NK Cells
37061,27907,7479,228,32,230,97,-20,12,28,105,49,Erythroid Cells
120575,80765,165692,1115,3775,732,66,938,465,144,496,5345,Eosinophils
82898,49531,23213,1686,6,365,4,41,102,-35,22036,6192,Plasmacytoid Dendritic Cells
61933,40459,84588,900,11954,541,-7,1725,44,-39,284,2665,Segmented Neutrophils
179728,115918,30534,106269,257,554,-83,-54,47,504,90,2417,Plasma Cells
79796,64167,14808,6677,1882,308,91,930,100,-1,496,1713,Basophils
95632,58566,97631,807,4189,-39,-49,1197,-9,34,156,1579,Segmented Neutrophils
108723,74272,49228,60297,301,185,282,68,-17,4010,1524,4627,Plasma Cells
101122,57266,29316,113547,868,512,240,23,77,1721,278,2826,Plasma Cells
153665,100187,64341,1461,632,332,175,1774,78,51,188,1026,"Myelocyte, Metamyelocytes and Band Cells"
60324,42249,15313,1167,105,218,15,33,2,14,32,283,Erythroid Cells
50122,35934,8614,2503,4355,40,164,957,32,-47,279,2895,Basophils
100615,59165,26861,13172,216,634,-81,897,47,9,6716,4814,Plasmacytoid Dendritic Cells
110120,61627,84288,10920,22556,863,514,4410,168,-25,533,1777,Promyelocytes
94555,60142,35952,4347,571,509,5562,203,4,-73,541,977,Erythroid Precursors
32771,22467,9038,923,34,164,92,6,-24,2322,5728,5997,Mast Cells
84756,60079,36852,4715,5796,17855,4692,2486,-897,-241,23637,1482,Normal Myeloid Precursors
85062,51954,42010,7843,1654,1886,-33,11099,-191,-31,58607,2633,Monoblasts and Promonocytes
84937,58268,45452,1593,58822,1290,-26,4185,-19,145,32006,13299,Mature Monocytes
49893,38095,12310,740,17,130,-36,46,19,1393,47875,8970,Mature B Cells
62505,40286,29979,3966,2266,53579,15346,2442,1670,90,31940,1507,Residual Leukemic Cells
111045,64000,24446,2037,28,160,101,1713,259,102,17965,2125,Residual Leukemic Cells
69753,52218,21027,6928,-128,167,-106,46,1855,47,-44,6713,T and NK Cells
156786,91995,248013,1429,13344,1019,353,704,99,109,2266,11474,Eosinophils
110573,63658,61088,10181,6274,18957,12176,4536,-1279,71,37820,1244,Normal Myeloid Precursors
73768,55789,11394,2245,12,-74,95,10,18,11,509,7927,T and NK Cells
179384,111107,141803,1154,4766,2493,159,470,292,296,2545,5928,Eosinophils
76345,43736,34549,56378,215,45,90,6,30,621,18350,4781,Plasma Cells
92799,59889,35240,3129,2960,31360,1913,1272,-7,-7,1171,1009,Residual Leukemic Cells
55111,25892,61144,2462,203,497,539,3616,2601,-7,64087,1925,Residual Leukemic Cells
146257,78751,48165,216066,-223,227,161,53,-4,1920,239,6570,Plasma Cells
48939,38704,7753,375,73,96,-13,-4,4,0,75,180,Erythroid Cells
73076,50828,18548,7562,833,4683,51,648,-133,99,4165,2670,Plasmacytoid Dendritic Cells
111969,68897,89761,1267,2681,42,33,397,164,-21,177,1447,Segmented Neutrophils
85724,48182,40754,104486,705,627,6,130,297,44,234,1976,Plasma Cells
51126,36816,11530,6857,130,85,-103,93,10,956,28091,6859,B Cell Precursors
99011,68080,32172,9898,746,274,-86,10988,-167,95,13991,5515,Monoblasts and Promonocytes
67687,45966,14836,247,268,8537,1912,46,54,-66,118,659,Residual Leukemic Cells
73764,57425,13864,251,-24,69,48,34,15,-19,396,3370,T and NK Cells
102794,68427,42600,1290,3896,12871,1886,2291,-479,145,5802,4139,Normal Myeloid Precursors
119188,69299,35866,2945,158,316,1720,16,23,21,646,1038,Erythroid Precursors
63798,44494,18855,7247,2848,79,843,354,3,-44,11,2575,Basophils
66724,42295,16508,6811,238,904,169,772,91,-42,3743,1848,Plasmacytoid Dendritic Cells
103892,67139,32491,4091,131,184,130,1150,-6,30,14091,10052,Plasmacytoid Dendritic Cells
61094,36690,29137,4063,1521,18845,29505,4378,-102,-248,52086,1546,Residual Leukemic Cells
61473,38109,18184,1364,67,359,-52,10,29,25,199,317,Erythroid Cells
59245,38330,16364,2539,113,219,837,57,-18,55,136,299,Erythroid Precursors
159613,91429,172946,2815,7371,2709,360,703,156,116,2491,8870,Eosinophils
99117,44586,83944,6783,30052,1292,1810,6143,73,102,13,874,Promyelocytes
112089,73261,44100,4141,94,365,1955,-24,53,-30,177,443,Erythroid Precursors
110522,70478,48188,4497,21311,693,13,9106,248,352,7910,9661,Mature Monocytes
60718,40995,17527,1295,38,166,-3,-6,-33,1007,33736,4777,Mature B Cells
155922,102384,197119,1398,2207,968,80,971,121,60,1192,5441,Eosinophils
70653,44385,21765,57716,11,210,-41,34,40,351,3295,7157,Plasma Cells
76346,51812,16942,4105,42,705,139,877,-54,-46,5186,3367,Plasmacytoid Dendritic Cells
83589,50498,62622,990,203,227,91,1481,118,-20,536,812,"Myelocyte, Metamyelocytes and Band Cells"
104333,72897,39831,69870,2106,356,194,276,1081,4080,1134,5855,Plasma Cells
121727,80636,75037,924,832,519,-112,542,38,107,681,1765,"Myelocyte, Metamyelocytes and Band Cells"
99035,74497,18305,228,23,31,-31,-38,-22,2116,5547,4379,Mast Cells
119629,73465,134486,1074,6834,269,350,2179,95,-10,279,3154,Segmented Neutrophils
52407,37137,13501,8183,165,5059,2848,5846,-40,-106,2956,2000,Residual Leukemic Cells
44336,31634,11816,719,-1,96,23,58,-42,800,9987,4248,Mature B Cells
133720,76084,38988,156125,-3,446,-102,6,-47,759,-80,6116,Plasma Cells
33888,25652,6412,8884,110,-55,140,-13,101,1331,6931,6408,Mature B Cells
53417,31994,26746,4792,99,183,168,4823,221,-27,19161,1998,Monoblasts and Promonocytes
99070,57583,55909,5446,6457,178,108,14606,142,-51,3293,5491,Mature Monocytes
104922,67276,33789,233887,1436,1785,162,208,167,1453,1412,3575,Plasma Cells
97516,57314,24004,11992,14,-22,-39,-9,-4,2501,8980,11780,Mature B Cells
115967,70676,83245,694,18875,-122,180,1367,91,-3,256,5077,Segmented Neutrophils
105109,66763,29211,56648,397,116,77,24,-59,923,457,3197,Plasma Cells
52496,34727,17247,176,80,132,-1,-29,-34,1918,19176,7232,Mast Cells
